Collision ID;Date;Time;Borough;Street Name;Cross Street;Latitude;Longitude;Contributing Factor;Vehicle Type;Persons Injured;Persons Killed;Pedestrians Injured;Pedestrians Killed;Cyclists Injured;Cyclists Killed;Motorists Injured;Motorists Killed
4604034;02/02/2023;00:38:00;Brooklyn;East 31 Street;;4064637;-7394811;Unspecified;Delivery Vehicle;0;0;0;0;0;0;0;0
4604074;02/02/2023;23:25:00;Manhattan;East 135 Street;Madison Avenue;40812073;-7393604;Passing or Lane Usage Improper;Passenger Vehicle;0;0;0;0;0;0;0;0
4604026;02/02/2023;09:00:00;Brooklyn;New York Avenue;;4063315;-73944786;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4604004;02/02/2023;23:35:00;Manhattan;East 135 Street;Madison Avenue;40812073;-7393604;Driver Inattention/Distraction;Bicycle;1;0;0;0;1;0;0;0
4603965;02/02/2023;11:34:00;Queens;Cross Island Parkway;Jamaica Avenue;40724335;-7372464;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4604076;02/02/2023;17:40:00;Manhattan;Madison Avenue;East 132 Street;40810173;-73937416;Alcohol Involvement;Passenger Vehicle;1;0;0;0;0;0;1;0
4604029;02/02/2023;10:06:00;Brooklyn;East 55 Street;;40648766;-7392523;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4604042;02/02/2023;11:40:00;Queens;260 Street;Union Turnpike;4074709;-7371185;Unspecified;Passenger Vehicle;1;0;0;0;0;0;1;0
4603958;02/02/2023;15:45:00;Staten Island;Staten Island Expressway;;40606182;-7407613;Following Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4604106;02/02/2023;18:06:00;Bronx;Bruckner Boulevard;Faile Street;40821358;-73889114;Following Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4603949;02/02/2023;14:40:00;Manhattan;South Street;;4070697;-7400189;Unspecified;Utility Vehicle;1;0;1;0;0;0;0;0
4604395;02/02/2023;20:00:00;Bronx;Delavall Avenue;;40884743;-7382923;Passing Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4604287;02/02/2023;12:17:00;Brooklyn;Pennsylvania Avenue;Linden Boulevard;40658577;-7389063;Failure to Yield Right-of-Way;Passenger Vehicle;3;0;0;0;0;0;3;0
4604197;02/02/2023;09:12:00;Brooklyn;Williams Avenue;;40672607;-7389992;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4604286;02/02/2023;15:49:00;Brooklyn;New Lots Avenue;;40659256;-7389888;Unspecified;Passenger Vehicle;1;0;0;0;0;0;1;0
4604206;02/02/2023;08:30:00;Queens;23 Street;37 Avenue;40757805;-7393623;Traffic Control Disregarded;Passenger Vehicle;0;0;0;0;0;0;0;0
4604324;02/02/2023;06:23:00;Brooklyn;Flatlands Avenue;Pennsylvania Avenue;40652767;-738863;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4604308;02/02/2023;04:35:00;Brooklyn;Schenck Avenue;Flatlands Avenue;40655563;-7387974;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4604288;02/02/2023;12:06:00;Brooklyn;Cozine Avenue;Atkins Avenue;40660797;-7387183;Unspecified;Passenger Vehicle;1;0;0;0;0;0;1;0
4603217;02/02/2023;00:00:00;Queens;108 Street;34 Avenue;40756287;-73860725;Driver Inattention/Distraction;Passenger Vehicle;2;0;0;0;0;0;2;0
4604612;02/02/2023;06:10:00;Brooklyn;Morgan Avenue;Grand Street;4071337;-73934814;Traffic Control Disregarded;Bicycle;1;0;0;0;0;0;0;0
4604595;02/02/2023;23:42:00;Brooklyn;Brooklyn Queens Expressway Ramp;;;;Unsafe Lane Changing;Passenger Vehicle;0;0;0;0;0;0;0;0
4604668;02/02/2023;14:00:00;Queens;Northern Boulevard;;40752045;-7392763;Backing Unsafely;Not Reported;0;0;0;0;0;0;0;0
4604583;02/02/2023;17:50:00;Brooklyn;Belmont Avenue;Hemlock Street;4067453;-7386884;Driver Inattention/Distraction;Passenger Vehicle;1;0;1;0;0;0;0;0
4604791;02/02/2023;22:19:00;Brooklyn;7 Avenue;;40666885;-7398159;Driver Inattention/Distraction;Passenger Vehicle;1;0;0;0;0;0;0;0
4604710;02/02/2023;22:00:00;Brooklyn;Bergen Street;;4067549;-7393885;Unspecified;Not Reported;1;0;1;0;0;0;0;0
4603961;02/02/2023;07:10:00;Queens;104 Street;41 Avenue;40749306;-7386141;Failure to Yield Right-of-Way;Passenger Vehicle;1;0;1;0;0;0;0;0
4605497;02/02/2023;12:40:00;Brooklyn;14 Avenue;;40618973;-7400523;Driver Inattention/Distraction;Passenger Vehicle;2;0;2;0;0;0;0;0
4605508;02/02/2023;08:22:00;Manhattan;West 125 Street;5 Avenue;4080641;-7394227;Passing Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4605651;02/02/2023;17:45:00;Queens;Austin Street;67 Road;40723724;-7385455;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4605686;02/02/2023;22:14:00;Manhattan;East 2 Street;;4072352;-73987;Pedestrian/Bicyclist/Other Pedestrian Error/Confusion;Bicycle;1;0;0;0;1;0;0;0
4605840;02/02/2023;14:30:00;Manhattan;Nagle Avenue;;40861256;-73925674;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4606072;02/02/2023;16:30:00;Manhattan;West 24 Street;11 Avenue;4074955;-7400654;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4606139;02/02/2023;19:30:00;Brooklyn;South 5 Street;;407084;-7395549;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4606816;02/02/2023;07:11:00;Bronx;Major Deegan Expressway;;40878;-7390408;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4606323;02/02/2023;11:51:00;Brooklyn;Church Avenue;Mc Donald Avenue;40642796;-7397945;Driver Inattention/Distraction;Not Reported;0;0;0;0;0;0;0;0
4606233;02/02/2023;20:00:00;Queens;86 Avenue;108 Street;40697926;-7384067;Passing Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4607538;02/02/2023;11:32:00;Brooklyn;Parkside Avenue;;40656033;-739537;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4607943;02/02/2023;15:38:00;Bronx;Independence Avenue;Arlington Avenue;40909298;-7390682;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4607899;02/02/2023;17:42:00;Brooklyn;Rockaway Avenue;Lott Avenue;4065794;-73907745;Unspecified;Emergency Services;1;0;0;0;0;0;1;0
4607923;02/02/2023;08:00:00;Manhattan;10 Avenue;;4076228;-7399356;Unspecified;Passenger Vehicle;1;0;1;0;0;0;0;0
4607950;02/02/2023;21:00:00;Bronx;Major Deegan Expressway;;4088742;-7389449;Unspecified;Passenger Vehicle;3;0;0;0;0;0;3;0
4608846;02/02/2023;23:05:00;Manhattan;East 34 Street;Queens Midtown Tunnel Exit;40745403;-7397737;Driver Inattention/Distraction;Passenger Vehicle;1;0;0;0;0;0;1;0
4610355;02/02/2023;15:08:00;Bronx;Exterior Street;;;;Unsafe Lane Changing;Passenger Vehicle;0;0;0;0;0;0;0;0
4610186;02/02/2023;19:26:00;Queens;Junction Boulevard;34 Avenue;40755028;-73872696;Traffic Control Disregarded;Bicycle;1;0;0;0;1;0;0;0
4615301;02/02/2023;18:05:00;Bronx;Broadway;;40901295;-7389684;Passing or Lane Usage Improper;Passenger Vehicle;0;0;0;0;0;0;0;0
4602876;03/02/2023;19:17:00;Queens;Cross Island Parkway;;40763344;-7375791;Unspecified;Passenger Vehicle;1;0;0;0;0;0;1;0
4603400;03/02/2023;06:00:00;Queens;129 Street;88 Avenue;407001;-7382254;Passing or Lane Usage Improper;Passenger Vehicle;0;0;0;0;0;0;0;0
4603442;03/02/2023;12:00:00;Brooklyn;Saratoga Avenue;Macdonough Street;40684032;-7391742;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4603352;03/02/2023;21:41:00;Bronx;Father Zeiser Place;University Avenue;;;Following Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4603298;03/02/2023;10:35:00;Bronx;Saint Pauls Place;;40835747;-73902245;Unsafe Speed;Passenger Vehicle;1;0;1;0;0;0;0;0
4602889;03/02/2023;17:24:00;Brooklyn;94 Street;;40617756;-7403252;Driver Inattention/Distraction;Passenger Vehicle;1;0;0;0;0;0;1;0
4603053;03/02/2023;20:00:00;Queens;47 Street;20 Avenue;40773415;-7389737;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4602871;03/02/2023;13:10:00;Manhattan;Fdr Drive;;40752888;-7396374;Driver Inattention/Distraction;Passenger Vehicle;3;0;0;0;0;0;3;0
4602903;03/02/2023;18:27:00;Queens;199 Street;67 Avenue;40739708;-737753;Traffic Control Disregarded;Passenger Vehicle;0;0;0;0;0;0;0;0
4603212;03/02/2023;13:00:00;Brooklyn;Saint Jude Place;Skidmore Avenue;40631454;-7389029;Following Too Closely;Taxi;0;0;0;0;0;0;0;0
4602911;03/02/2023;11:35:00;Brooklyn;Cypress Avenue;;407065;-7391701;Cell Phone (hand-Held);Passenger Vehicle;0;0;0;0;0;0;0;0
4602910;03/02/2023;07:30:00;Brooklyn;Knickerbocker Avenue;;40697254;-7391563;Aggressive Driving/Road Rage;Passenger Vehicle;0;0;0;0;0;0;0;0
4602864;03/02/2023;14:00:00;Queens;Jamaica Avenue;164 Street;40705147;-737957;;Not Reported;1;0;1;0;0;0;0;0
4603350;03/02/2023;10:44:00;Manhattan;East 60 Street;3 Avenue;40762177;-7396613;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4602933;03/02/2023;13:45:00;Queens;130 Avenue;Hook Creek Boulevard;40678078;-7372602;Traffic Control Disregarded;Passenger Vehicle;3;0;0;0;0;0;3;0
4602954;03/02/2023;12:10:00;Brooklyn;Bedford Avenue;Rodney Street;4070421;-7396123;Passing Too Closely;Bus;1;0;0;0;0;0;1;0
4602812;03/02/2023;10:30:00;Queens;Jackie Robinson Pkwy;;4070786;-7384846;Following Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4603174;03/02/2023;19:47:00;Bronx;Hutchinson River Parkway Ramp;;;;Following Too Closely;Emergency Services;0;0;0;0;0;0;0;0
4602986;03/02/2023;13:30:00;Bronx;Westchester Avenue;;40827316;-7388675;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4603308;03/02/2023;16:30:00;Queens;80 Street;Pitkin Avenue;40676453;-7385688;Turning Improperly;Passenger Vehicle;0;0;0;0;0;0;0;0
4602781;03/02/2023;08:55:00;Bronx;Story Avenue;;40823826;-7386163;Traffic Control Disregarded;Motorcycle;1;0;0;0;0;0;1;0
4603181;03/02/2023;15:56:00;Bronx;Fenton Avenue;Givan Avenue;4087415;-7384693;Traffic Control Disregarded;Passenger Vehicle;1;0;0;0;0;0;1;0
4602868;03/02/2023;15:00:00;Queens;Vandam Street;;40738995;-7393474;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4603138;03/02/2023;23:57:00;Brooklyn;Marcus Garvey Boulevard;;40695614;-7394056;Turning Improperly;Passenger Vehicle;2;0;0;0;0;0;2;0
4603024;03/02/2023;09:30:00;Bronx;Cross Bronx Expy;;4084506;-73916855;Unsafe Lane Changing;Passenger Vehicle;0;0;0;0;0;0;0;0
4603164;03/02/2023;15:32:00;Brooklyn;Flatlands Avenue;East 55 Street;40629143;-73923134;Illnes;Passenger Vehicle;0;0;0;0;0;0;0;0
4603284;03/02/2023;05:10:00;Brooklyn;Gowanus Expy (Bqe);;40641506;-7402111;Driver Inattention/Distraction;Passenger Vehicle;2;0;0;0;0;0;2;0
4602964;03/02/2023;22:20:00;Manhattan;West 30 Street;12 Avenue;4075449;-74006744;Alcohol Involvement;Passenger Vehicle;0;1;0;0;0;0;0;1
4602808;03/02/2023;05:50:00;Bronx;Major Deegan Expressway;;4080534;-7392095;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4602813;03/02/2023;11:47:00;Brooklyn;Belt Parkway;;4058466;-7395086;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4603048;03/02/2023;11:23:00;Queens;Northern Boulevard;;4075321;-7390782;Passing or Lane Usage Improper;Transport;0;0;0;0;0;0;0;0
4603070;03/02/2023;07:55:00;Brooklyn;Saint Nicholas Avenue;;40706306;-73919586;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4603000;03/02/2023;03:00:00;Queens;Horace Harding Expressway;;40742935;-7382773;Passenger Distraction;Passenger Vehicle;2;0;0;0;0;0;2;0
4602845;03/02/2023;08:00:00;;Lakeview Blvd;122 Ave;;;Turning Improperly;Passenger Vehicle;0;0;0;0;0;0;0;0
4602900;03/02/2023;20:49:00;Manhattan;East 97 Street;Fdr Drive;4078363;-7394353;Unspecified;Emergency Services;0;0;0;0;0;0;0;0
4602725;03/02/2023;00:38:00;Queens;Broadway;Whitney Avenue;40741295;-7388029;Following Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4603299;03/02/2023;15:50:00;Bronx;East 163 Street;;40825687;-73913826;Backing Unsafely;Bus;0;0;0;0;0;0;0;0
4602926;03/02/2023;16:45:00;Queens;Astoria Boulevard;25 Avenue;;;Driver Inattention/Distraction;Passenger Vehicle;1;0;0;0;1;0;0;0
4603329;03/02/2023;08:30:00;Brooklyn;Village Road North;Mc Donald Avenue;4059652;-7397331;Following Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4602946;03/02/2023;16:30:00;Queens;114 Drive;227 Street;40700165;-7373053;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4603091;03/02/2023;18:11:00;Manhattan;8 Avenue;West 43 Street;40757908;-739893;Unspecified;Fire Services;0;0;0;0;0;0;0;0
4603151;03/02/2023;12:25:00;Queens;108 Street;Horace Harding Expressway;40737682;-7385206;Driver Inexperience;Passenger Vehicle;1;0;1;0;0;0;0;0
4603367;03/02/2023;06:45:00;Brooklyn;Mc Donald Avenue;Avenue P;40608814;-73973;Passing Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4602794;03/02/2023;07:05:00;Queens;Rockaway Freeway;Beach 102 Street;40584385;-7382328;Traffic Control Disregarded;Passenger Vehicle;1;0;0;0;0;0;1;0
4603123;03/02/2023;02:30:00;Brooklyn;Utica Avenue;Snyder Avenue;4065011;-73930214;Traffic Control Disregarded;Passenger Vehicle;0;0;0;0;0;0;0;0
4603143;03/02/2023;16:17:00;Brooklyn;Fulton Street;Buffalo Avenue;4067903;-739246;Driver Inattention/Distraction;Bus;0;0;0;0;0;0;0;0
4602905;03/02/2023;07:30:00;Queens;Parsons Boulevard;;40708908;-7380397;Passing or Lane Usage Improper;Passenger Vehicle;1;0;1;0;0;0;0;0
4602858;03/02/2023;15:35:00;Queens;223 Street;133 Avenue;4067934;-7374584;Failure to Yield Right-of-Way;Passenger Vehicle;1;0;0;0;0;0;1;0
4603213;03/02/2023;10:18:00;Queens;Roosevelt Avenue;;4074657;-7389419;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4603166;03/02/2023;16:26:00;Brooklyn;Kings Highway;Flatbush Avenue;406224;-73936646;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4602968;03/02/2023;20:00:00;Bronx;Randall Avenue;Coster Street;40812077;-7388681;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4602938;03/02/2023;21:48:00;Queens;Belt Parkway;;40665794;-737464;Following Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4602799;03/02/2023;06:45:00;Bronx;East Gun Hill Road;;40873837;-7385529;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4603175;03/02/2023;21:25:00;Bronx;East Tremont Avenue;Schley Avenue;40824352;-7382022;Alcohol Involvement;Passenger Vehicle;0;0;0;0;0;0;0;0
4603061;03/02/2023;10:10:00;Brooklyn;Flatbush Avenue;Church Avenue;40650387;-7395872;Driver Inattention/Distraction;Passenger Vehicle;1;0;1;0;0;0;0;0
4602985;03/02/2023;19:44:00;Queens;Springfield Boulevard;141 Road;4067063;-7375643;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4602853;03/02/2023;09:40:00;Queens;Rockaway Boulevard;;;;Reaction to Uninvolved Vehicle;Passenger Vehicle;0;0;0;0;0;0;0;0
4603339;03/02/2023;23:40:00;Queens;130 Avenue;Brookville Boulevard;40678417;-73729225;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4603197;03/02/2023;15:49:00;Manhattan;Broadway;;4081569;-73958305;Driver Inattention/Distraction;Passenger Vehicle;1;0;0;0;0;0;1;0
4603071;03/02/2023;10:10:00;Brooklyn;Knickerbocker Avenue;;40703667;-739269;Backing Unsafely;Passenger Vehicle;0;0;0;0;0;0;0;0
4603372;03/02/2023;16:55:00;Brooklyn;15 Avenue;;40606422;-740147;Driver Inattention/Distraction;Passenger Vehicle;2;0;0;0;0;0;2;0
4603108;03/02/2023;23:10:00;Manhattan;West 177 Street;;4084784;-7393953;Backing Unsafely;Passenger Vehicle;3;0;0;0;0;0;3;0
4602841;03/02/2023;13:48:00;Manhattan;Lexington Avenue;;40748604;-7397811;Backing Unsafely;Passenger Vehicle;1;0;1;0;0;0;0;0
4603306;03/02/2023;21:25:00;Queens;Broadway;36 Street;40760098;-739214;Failure to Yield Right-of-Way;Not Reported;1;0;1;0;0;0;0;0
4602914;03/02/2023;23:40:00;Brooklyn;Wilson Avenue;Starr Street;40701332;-7392684;Unsafe Speed;Passenger Vehicle;1;0;1;0;0;0;0;0
4603226;03/02/2023;08:42:00;Manhattan;Broadway;;4073059;-7399242;Driver Inattention/Distraction;Passenger Vehicle;2;0;0;0;0;0;2;0
4602963;03/02/2023;16:20:00;Bronx;East 166 Street;;40830837;-739166;Unspecified;Passenger Vehicle;1;0;1;0;0;0;0;0
4602863;03/02/2023;13:00:00;Queens;Austin Street;72 Road;40718887;-738416;Unsafe Speed;Scooter;1;0;1;0;0;0;0;0
4603349;03/02/2023;07:11:00;Manhattan;East 73 Street;;40771782;-7396333;Driver Inattention/Distraction;Passenger Vehicle;1;0;0;0;0;0;1;0
4603049;03/02/2023;14:57:00;Queens;45 Street;Northern Boulevard;40753857;-7391764;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4603288;03/02/2023;22:00:00;Queens;Cypress Avenue;Vermont Place;40691433;-7389063;Following Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4602921;03/02/2023;18:08:00;Bronx;River Avenue;;40834164;-73922226;Passing or Lane Usage Improper;Passenger Vehicle;0;0;0;0;0;0;0;0
4603021;03/02/2023;10:45:00;Bronx;Cross Bronx Expy;;40844173;-738997;Unsafe Speed;Passenger Vehicle;5;0;0;0;0;0;5;0
4602895;03/02/2023;08:40:00;Brooklyn;54 Street;3 Avenue;40645424;-7401689;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4603221;03/02/2023;08:27:00;Brooklyn;Brooklyn Queens Expressway;;40701527;-7398957;Passing Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4602867;03/02/2023;08:30:00;Brooklyn;Lorraine Street;;40673645;-74004234;Unspecified;Passenger Vehicle;1;0;1;0;0;0;0;0
4602768;03/02/2023;06:49:00;Manhattan;East 106 Street;;40789623;-7394007;Backing Unsafely;Delivery Vehicle;0;0;0;0;0;0;0;0
4603092;03/02/2023;20:25:00;Manhattan;West 40 Street;;40754314;-7398687;Alcohol Involvement;Other;0;0;0;0;0;0;0;0
4603324;03/02/2023;23:55:00;Brooklyn;North 11 Street;Wythe Avenue;40721733;-7395806;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4602927;03/02/2023;21:30:00;Bronx;Selwyn Avenue;East Mount Eden Avenue;40842964;-7391045;Backing Unsafely;Passenger Vehicle;0;0;0;0;0;0;0;0
4603163;03/02/2023;11:43:00;Brooklyn;East 53 Street;Avenue I;40630688;-7392521;Traffic Control Disregarded;Passenger Vehicle;1;0;0;0;0;0;1;0
4603124;03/02/2023;00:38:00;Brooklyn;Nostrand Avenue;;40646435;-7394912;Backing Unsafely;Passenger Vehicle;0;0;0;0;0;0;0;0
4603333;03/02/2023;17:30:00;Bronx;West Fordham Road;Major Deegan Expressway;40861862;-7391275;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4602949;03/02/2023;13:30:00;Queens;Brooklyn Queens Expressway;;407432;-7389589;Unsafe Lane Changing;Passenger Vehicle;1;0;0;0;0;0;1;0
4602979;03/02/2023;21:29:00;Staten Island;Richmond Avenue;;405794;-7416949;Driver Inattention/Distraction;Passenger Vehicle;1;0;0;0;0;0;1;0
4603185;03/02/2023;08:45:00;Bronx;Pratt Avenue;;4088562;-73835396;Backing Unsafely;Passenger Vehicle;0;0;0;0;0;0;0;0
4603001;03/02/2023;11:50:00;Queens;Union Street;35 Avenue;4076536;-7382787;Turning Improperly;Passenger Vehicle;1;0;0;0;0;0;1;0
4603198;03/02/2023;21:00:00;Manhattan;West 111 Street;;40803627;-73963394;Failure to Yield Right-of-Way;Passenger Vehicle;1;0;1;0;0;0;0;0
4602701;03/02/2023;01:35:00;Manhattan;Fdr Drive;;40756367;-7396012;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4602931;03/02/2023;18:40:00;Queens;Roosevelt Avenue;;40747463;-7388563;Driver Inattention/Distraction;Passenger Vehicle;1;0;1;0;0;0;0;0
4603190;03/02/2023;14:00:00;Bronx;East Tremont Avenue;;40838326;-7383529;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4603287;03/02/2023;17:20:00;Queens;64 Road;83 Place;40720047;-738697;Failure to Yield Right-of-Way;Passenger Vehicle;0;0;0;0;0;0;0;0
4602917;03/02/2023;23:10:00;Brooklyn;Winthrop Street;;4065812;-73934006;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4603003;03/02/2023;20:30:00;Queens;28 Avenue;Murray Street;40772762;-7381318;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4603183;03/02/2023;08:12:00;Bronx;White Plains Road;Burke Avenue;4087144;-73867165;Failure to Yield Right-of-Way;Passenger Vehicle;2;0;2;0;0;0;0;0
4602837;03/02/2023;10:43:00;Brooklyn;Brooklyn Queens Expressway;;40696663;-7398085;Other Vehicular;Transport;0;0;0;0;0;0;0;0
4603228;03/02/2023;23:16:00;Manhattan;East 1 Street;;40724903;-7399233;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4603354;03/02/2023;14:27:00;Manhattan;Fdr Drive;;40766098;-73951096;Brakes Defective;Passenger Vehicle;0;0;0;0;0;0;0;0
4603371;03/02/2023;12:18:00;Brooklyn;Fort Hamilton Parkway;55 Street;40635498;-7400197;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4602798;03/02/2023;01:53:00;Bronx;Dyre Avenue;Light Street;40887817;-7383102;Failure to Yield Right-of-Way;Passenger Vehicle;0;0;0;0;0;0;0;0
4602962;03/02/2023;00:00:00;Queens;Kew Forest Lane;;4071443;-7383315;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4602901;03/02/2023;15:47:00;Manhattan;Fdr Drive;;40794243;-73931145;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4602886;03/02/2023;02:45:00;Staten Island;Colon Avenue;Lamoka Avenue;40551003;-7415431;Driver Inattention/Distraction;Passenger Vehicle;1;0;0;0;0;0;1;0
4603015;03/02/2023;18:30:00;Queens;149 Street;;40794117;-7381809;Following Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4602769;03/02/2023;08:10:00;Manhattan;2 Avenue;East 110 Street;40793186;-7394057;Following Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4602984;03/02/2023;15:51:00;Queens;Farmers Boulevard;Rockaway Boulevard;4065965;-73773834;Unspecified;Transport;0;0;0;0;0;0;0;0
4602827;03/02/2023;11:00:00;Queens;101 Avenue;;40691944;-7381902;Passing Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4602795;03/02/2023;10:30:00;Queens;Rockaway Boulevard;;;;Obstruction/Debris;Passenger Vehicle;0;0;0;0;0;0;0;0
4602913;03/02/2023;08:20:00;Brooklyn;Washington Avenue;;40665955;-7396147;Unspecified;Construction;0;0;0;0;0;0;0;0
4603072;03/02/2023;08:41:00;Brooklyn;Ocean Parkway;Avenue I;40626568;-73970924;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4602869;03/02/2023;10:06:00;Manhattan;East 36 Street;;4074894;-7398179;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4602891;03/02/2023;17:58:00;Brooklyn;Bay Ridge Avenue;;40636017;-74026924;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4603225;03/02/2023;16:30:00;Brooklyn;Nevins Street;Atlantic Avenue;40686085;-73982666;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4603209;03/02/2023;00:05:00;Queens;31 Avenue;77 Street;40758743;-7389069;Driver Inexperience;Passenger Vehicle;1;0;0;0;0;0;1;0
4603260;03/02/2023;19:05:00;Brooklyn;Avenue D;Albany Avenue;406416;-7393802;Failure to Yield Right-of-Way;Passenger Vehicle;2;0;0;0;0;0;2;0
4603343;03/02/2023;11:10:00;Manhattan;East 62 Street;;40764267;-73967186;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4602854;03/02/2023;09:20:00;Queens;Rockaway Boulevard;Farmers Boulevard;4065965;-73773834;Passing or Lane Usage Improper;Passenger Vehicle;0;0;0;0;0;0;0;0
4603281;03/02/2023;01:00:00;Queens;Long Island Expressway;;4072935;-73910194;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4602802;03/02/2023;08:50:00;Brooklyn;De Kalb Avenue;;4069112;-73953575;Driver Inattention/Distraction;Bus;0;0;0;0;0;0;0;0
4603089;03/02/2023;14:37:00;Manhattan;York Street;;40721024;-7400526;Other Vehicular;Passenger Vehicle;1;0;0;0;1;0;0;0
4603361;03/02/2023;06:10:00;Manhattan;Avenue Of The Americas;West 55 Street;40763023;-7397815;Unspecified;Bicycle;1;0;0;0;1;0;0;0
4602972;03/02/2023;23:50:00;Queens;Long Island Expressway;;40730366;-7391388;Driver Inattention/Distraction;Transport;2;0;0;0;0;0;2;0
4603203;03/02/2023;05:25:00;Queens;92 Street;;40766777;-7387792;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4603369;03/02/2023;14:08:00;Brooklyn;Bay Parkway;;4060309;-7399262;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4603065;03/02/2023;04:04:00;Brooklyn;Central Avenue;Grove Street;4069473;-7391928;Driver Inattention/Distraction;Bicycle;1;0;0;0;1;0;0;0
4603102;03/02/2023;15:38:00;Brooklyn;Vanderbilt Avenue;Dean Street;40680187;-73967964;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4602866;03/02/2023;18:37:00;Brooklyn;Kings Highway;Coney Island Avenue;40607338;-7396189;Unspecified;Taxi;1;0;1;0;0;0;0;0
4603194;03/02/2023;16:00:00;Manhattan;Saint Nicholas Terrace;;;;Illnes;Passenger Vehicle;1;0;0;0;0;0;1;0
4603393;03/02/2023;08:40:00;Queens;Eliot Avenue;Mount Olivet Crescent;4071638;-7389751;Unsafe Speed;Passenger Vehicle;0;0;0;0;0;0;0;0
