Collision ID;Date;Time;Borough;Street Name;Cross Street;Latitude;Longitude;Contributing Factor;Vehicle Type;Persons Injured;Persons Killed;Pedestrians Injured;Pedestrians Killed;Cyclists Injured;Cyclists Killed;Motorists Injured;Motorists Killed
4605707;14/02/2023;13:10:00;Staten Island;Edison Street;Bache Avenue;4057365;-7411252;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4605657;14/02/2023;09:39:00;Queens;Barclay Avenue;Parsons Boulevard;40759686;-73821175;Following Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4605954;14/02/2023;13:30:00;Queens;Lefferts Boulevard;Liberty Avenue;40686234;-7382418;Passing or Lane Usage Improper;Passenger Vehicle;0;0;0;0;0;0;0;0
4605765;14/02/2023;12:47:00;Manhattan;West 139 Street;8 Avenue;40819046;-73944695;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4605832;14/02/2023;07:02:00;Brooklyn;Foster Avenue;;40635876;-7395933;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4605855;14/02/2023;21:40:00;Brooklyn;Clarendon Road;Nostrand Avenue;40643246;-7394877;Following Too Closely;Passenger Vehicle;1;0;0;0;1;0;0;0
4605393;14/02/2023;00:25:00;Queens;South Conduit Avenue;;4066659;-7378204;Unsafe Speed;Passenger Vehicle;0;0;0;0;0;0;0;0
4605678;14/02/2023;17:00:00;Bronx;East 149 Street;Walton Avenue;4081881;-7392828;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4605566;14/02/2023;08:59:00;Brooklyn;Flatbush Avenue;;40687553;-73980385;Failure to Yield Right-of-Way;Passenger Vehicle;1;0;0;0;0;0;0;0
4605990;14/02/2023;15:00:00;Bronx;Bruckner Boulevard;East 138 Street;40804585;-7391213;Other Vehicular;Passenger Vehicle;0;0;0;0;0;0;0;0
4605776;14/02/2023;14:11:00;Brooklyn;Mc Donald Avenue;;4060765;-7397279;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4605808;14/02/2023;15:50:00;Staten Island;Rockland Avenue;;40582756;-7413041;Passing Too Closely;Bus;0;0;0;0;0;0;0;0
4605891;14/02/2023;13:45:00;Bronx;Bainbridge Avenue;;40887444;-73878006;Passing or Lane Usage Improper;Passenger Vehicle;0;0;0;0;0;0;0;0
4605603;14/02/2023;15:25:00;Queens;Jackson Avenue;;40748543;-7393841;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4605647;14/02/2023;09:17:00;Brooklyn;Broadway;Hancock Street;40686497;-739168;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4605495;14/02/2023;04:54:00;Bronx;East 175 Street;Monroe Avenue;40846733;-7390649;Driver Inattention/Distraction;Passenger Vehicle;1;0;0;0;0;0;1;0
4605929;14/02/2023;13:30:00;Manhattan;9 Avenue;;40762856;-7398942;Passing or Lane Usage Improper;Passenger Vehicle;0;0;0;0;0;0;0;0
4605712;14/02/2023;19:20:00;Brooklyn;Brooklyn Queens Expressway;;407266;-7393066;Following Too Closely;Passenger Vehicle;1;0;0;0;0;0;1;0
4605608;14/02/2023;13:45:00;Staten Island;Richmond Avenue;;4062307;-74149315;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4605658;14/02/2023;09:12:00;Queens;Henley Road;Kendrick Place;40715275;-7378877;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4605486;14/02/2023;07:00:00;Queens;106 Avenue;Vanwyck Expressway;40689445;-73808716;Passing Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4605826;14/02/2023;21:16:00;Queens;Francis Lewis Boulevard;58 Avenue;4074554;-737768;Alcohol Involvement;Passenger Vehicle;1;0;0;0;0;0;1;0
4605550;14/02/2023;14:24:00;Brooklyn;Navy Street;Park Avenue;;;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4605942;14/02/2023;14:15:00;Brooklyn;Union Avenue;;40711452;-7395122;Driver Inattention/Distraction;Emergency Services;0;0;0;0;0;0;0;0
4605471;14/02/2023;12:19:00;Brooklyn;7 Avenue;12 Street;40665092;-7398309;Driver Inattention/Distraction;Passenger Vehicle;1;0;0;0;0;0;1;0
4605665;14/02/2023;18:50:00;Queens;73 Avenue;187 Street;40732838;-73783936;Accelerator Defective;Passenger Vehicle;0;0;0;0;0;0;0;0
4605888;14/02/2023;12:00:00;Bronx;East Fordham Road;;;;Following Too Closely;Passenger Vehicle;1;0;0;0;0;0;1;0
4605585;14/02/2023;16:36:00;Queens;Long Island Expressway;;40755203;-7374191;Unsafe Lane Changing;Passenger Vehicle;0;0;0;0;0;0;0;0
4605721;14/02/2023;16:40:00;Queens;North Conduit Avenue;129 Street;40667118;-73811325;Unsafe Lane Changing;Passenger Vehicle;1;0;0;0;0;0;1;0
4605701;14/02/2023;07:10:00;Staten Island;Hylan Boulevard;Seaview Avenue;4058657;-7409206;Failure to Yield Right-of-Way;Passenger Vehicle;1;0;1;0;0;0;0;0
4606116;14/02/2023;13:08:00;Brooklyn;Avenue V;East 2 Street;40595257;-7396924;Other Vehicular;Passenger Vehicle;0;0;0;0;0;0;0;0
4605744;14/02/2023;03:10:00;Bronx;Walton Avenue;;4085537;-7390473;Other Vehicular;Passenger Vehicle;0;0;0;0;0;0;0;0
4605578;14/02/2023;12:36:00;Brooklyn;65 Street;6 Avenue;4063552;-740167;Following Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4605529;14/02/2023;08:14:00;Bronx;Southern Boulevard;;4084822;-73883125;Passing or Lane Usage Improper;Passenger Vehicle;1;0;0;0;0;0;1;0
4605960;14/02/2023;13:30:00;Queens;Parsons Boulevard;;40758484;-7382005;Backing Unsafely;Passenger Vehicle;0;0;0;0;0;0;0;0
4605623;14/02/2023;20:40:00;Bronx;East Burnside Avenue;;40853813;-7390734;Unspecified;Passenger Vehicle;1;0;0;0;0;0;1;0
4605785;14/02/2023;09:00:00;Brooklyn;Gowanus Expy (Bqe);;40641224;-74020996;Oversized Vehicle;Passenger Vehicle;0;0;0;0;0;0;0;0
4605873;14/02/2023;21:10:00;Manhattan;Delancey Street;Allen Street;40719204;-7399037;Passing Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4605526;14/02/2023;07:34:00;Brooklyn;Jamaica Avenue;Bushwick Avenue;4067811;-7389762;Following Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4605461;14/02/2023;05:00:00;;Brooklyn Bridge;;;;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4605670;14/02/2023;16:00:00;Queens;Hillside Avenue;139 Street;40704403;-73814445;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4605800;14/02/2023;08:09:00;Bronx;East 161 Street;Courtlandt Avenue;40824707;-7391552;Passing or Lane Usage Improper;Delivery Vehicle;0;0;0;0;0;0;0;0
4605642;14/02/2023;18:44:00;Brooklyn;Belt Parkway;;4060205;-7401334;Driver Inattention/Distraction;Passenger Vehicle;1;0;0;0;0;0;1;0
4606087;14/02/2023;18:15:00;Bronx;Sedgwick Avenue;;40852673;-73919106;Following Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4605687;14/02/2023;23:00:00;Manhattan;9 Avenue;West 40 Street;40757145;-7399357;Unsafe Lane Changing;Passenger Vehicle;0;0;0;0;0;0;0;0
4606105;14/02/2023;18:00:00;Brooklyn;East 93 Street;Rutland Road;4066237;-73926865;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4605930;14/02/2023;13:38:00;Manhattan;West 57 Street;;40767105;-7398379;Driver Inattention/Distraction;Transport;0;0;0;0;0;0;0;0
4605569;14/02/2023;16:30:00;Brooklyn;Schermerhorn Street;Smith Street;4068987;-73988304;Turning Improperly;Transport;0;0;0;0;0;0;0;0
4605892;14/02/2023;22:00:00;Bronx;East 136 Street;;40806263;-7392018;Other Vehicular;Passenger Vehicle;0;0;0;0;0;0;0;0
4605546;14/02/2023;15:00:00;Brooklyn;Belt Parkway;;4062764;-7389022;Following Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4605609;14/02/2023;17:56:00;Manhattan;Essex Street;;4071955;-7398771;Passing or Lane Usage Improper;Passenger Vehicle;1;0;0;0;1;0;0;0
4606047;14/02/2023;20:00:00;Bronx;Cross Bronx Expressway;;40835857;-7387213;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4605496;14/02/2023;10:54:00;Brooklyn;80 Street;;40608418;-739954;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4605763;14/02/2023;05:19:00;Manhattan;7 Avenue;West 153 Street;;;Unspecified;Passenger Vehicle;2;0;0;0;0;0;2;0
4606185;14/02/2023;20:40:00;Bronx;Cross Bronx Expy;;4083643;-7387415;Passing or Lane Usage Improper;Transport;2;0;0;0;0;0;2;0
4605402;14/02/2023;08:10:00;Staten Island;Richmond Avenue;Yukon Avenue;40576965;-7416974;Passing or Lane Usage Improper;Passenger Vehicle;2;0;0;0;0;0;2;0
4605821;14/02/2023;19:00:00;Brooklyn;East 88 Street;;40643936;-73912636;Unsafe Speed;Passenger Vehicle;0;0;0;0;0;0;0;0
4605858;14/02/2023;15:00:00;Brooklyn;Rockaway Parkway;;4066161;-7392069;Aggressive Driving/Road Rage;Passenger Vehicle;0;0;0;0;0;0;0;0
4605675;14/02/2023;14:00:00;Manhattan;East 85 Street;Park Avenue;4077949;-7395771;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4605711;14/02/2023;16:05:00;Bronx;White Plains Road;;40826595;-7385986;Pedestrian/Bicyclist/Other Pedestrian Error/Confusion;Passenger Vehicle;0;0;0;0;0;0;0;0
4605839;14/02/2023;07:00:00;Queens;Far Rockaway Boulevard;;4059854;-7376447;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4605602;14/02/2023;14:05:00;Queens;63 Street;Woodside Avenue;4074425;-7390142;Turning Improperly;Emergency Services;0;0;0;0;0;0;0;0
4605483;14/02/2023;09:00:00;Queens;97 Avenue;Vanwyck Expressway;406953;-73812096;Traffic Control Disregarded;Passenger Vehicle;4;0;0;0;0;0;4;0
4605661;14/02/2023;00:00:00;Queens;Van Wyck Expwy;;4076555;-7383911;Unspecified;Passenger Vehicle;3;0;0;0;0;0;3;0
4605646;14/02/2023;07:21:00;;Macombs Dam Bridge Approach;East 161 Street;;;Driver Inattention/Distraction;Bus;1;0;0;0;0;0;1;0
4605706;14/02/2023;10:00:00;Staten Island;Lisbon Place;Colfax Avenue;4058077;-741094;Failure to Yield Right-of-Way;Passenger Vehicle;0;0;0;0;0;0;0;0
4605775;14/02/2023;16:45:00;Brooklyn;Bergen Street;;4067561;-73941025;Following Too Closely;Passenger Vehicle;1;0;0;0;0;0;1;0
4605807;14/02/2023;07:25:00;Staten Island;Verrazano Bridge;;;;Unsafe Lane Changing;Passenger Vehicle;0;0;0;0;0;0;0;0
4605688;14/02/2023;14:29:00;Manhattan;East 12 Street;;4072889;-7398084;Backing Unsafely;Passenger Vehicle;0;0;0;0;0;0;0;0
4606109;14/02/2023;17:35:00;Queens;Metropolitan Avenue;Rene Court;4071315;-73910225;Failure to Yield Right-of-Way;Passenger Vehicle;2;0;0;0;0;0;2;0
4605726;14/02/2023;13:07:00;Manhattan;East 79 Street;Park Avenue;4077564;-7396052;Driver Inattention/Distraction;Emergency Services;0;0;0;0;0;0;0;0
4607414;14/02/2023;11:43:00;Queens;91 Avenue;;40727894;-7373592;Driver Inattention/Distraction;Taxi;0;0;0;0;0;0;0;0
4606222;14/02/2023;20:36:00;Brooklyn;Covert Street;;40686226;-739124;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4606373;14/02/2023;06:35:00;Manhattan;East 17 Street;;4073422;-7398344;Driver Inexperience;Passenger Vehicle;0;0;0;0;0;0;0;0
4606503;14/02/2023;16:37:00;Brooklyn;Avenue U;Flatbush Avenue;4060981;-7392251;Following Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4606815;14/02/2023;12:40:00;Bronx;West 240 Street;;40888348;-7390421;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4606258;14/02/2023;15:50:00;Staten Island;Bayview Avenue;;40525543;-7420547;Failure to Yield Right-of-Way;Passenger Vehicle;1;0;1;0;0;0;0;0
4606290;14/02/2023;11:00:00;Staten Island;West Shore Expressway;;40609505;-74181885;Following Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4606285;14/02/2023;08:26:00;Brooklyn;Decatur Street;Irving Avenue;4069285;-7390355;Traffic Control Disregarded;Bus;0;0;0;0;0;0;0;0
4606414;14/02/2023;22:20:00;Queens;85 Avenue;Commonwealth Boulevard;4073289;-7372114;Turning Improperly;Passenger Vehicle;2;0;1;0;0;0;1;0
4606650;14/02/2023;12:10:00;Brooklyn;Franklin Avenue;Sullivan Place;4066411;-7396034;Passing Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4606273;14/02/2023;21:06:00;Staten Island;Staten Island Expressway;;4060862;-7414824;Unsafe Lane Changing;Passenger Vehicle;0;0;0;0;0;0;0;0
4606391;14/02/2023;18:03:00;Manhattan;Delancey Street;Orchard Street;40719025;-7398978;Turning Improperly;Passenger Vehicle;1;0;0;0;1;0;0;0
4606893;14/02/2023;11:00:00;Brooklyn;Mother Gaston Boulevard;;;;Following Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4606535;14/02/2023;13:20:00;Manhattan;West End Avenue;;4079395;-7397417;Lost Consciousness;Passenger Vehicle;1;0;0;0;0;0;1;0
4606541;14/02/2023;15:45:00;Brooklyn;4 Avenue;;4064743;-740116;Alcohol Involvement;Passenger Vehicle;0;0;0;0;0;0;0;0
4606252;14/02/2023;13:30:00;Staten Island;Hylan Boulevard;;40511734;-7421044;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4606673;14/02/2023;16:18:00;Bronx;Olinville Avenue;East 211 Street;40878372;-7386813;Driver Inattention/Distraction;Passenger Vehicle;1;0;1;0;0;0;0;0
4606291;14/02/2023;18:00:00;Brooklyn;Downing Street;;40682514;-73960686;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4606702;14/02/2023;08:48:00;Brooklyn;Eastern Parkway;;40668648;-7392835;Driver Inattention/Distraction;Passenger Vehicle;1;0;0;0;0;0;1;0
4606892;14/02/2023;11:42:00;Brooklyn;Union Street;;40665226;-73921295;Other Vehicular;Passenger Vehicle;0;0;0;0;0;0;0;0
4606228;14/02/2023;06:19:00;Queens;Queens Boulevard;69 Avenue;40723885;-7384915;Pedestrian/Bicyclist/Other Pedestrian Error/Confusion;Passenger Vehicle;1;0;0;0;1;0;0;0
4606239;14/02/2023;06:10:00;Staten Island;Sprague Avenue;;40505527;-7423818;Other Vehicular;Passenger Vehicle;2;0;0;0;0;0;2;0
4606460;14/02/2023;09:36:00;Queens;31 Drive;;40768463;-739355;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4606801;14/02/2023;18:15:00;Brooklyn;Goodwin Place;Grove Street;40691097;-7392296;Backing Unsafely;Passenger Vehicle;0;0;0;0;0;0;0;0
4606693;14/02/2023;09:35:00;Brooklyn;Flatbush Avenue;;4063129;-7394606;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4606505;14/02/2023;07:25:00;Brooklyn;Avenue T;East 56 Street;4061394;-7392053;Driver Inattention/Distraction;Passenger Vehicle;1;0;1;0;0;0;0;0
4606453;14/02/2023;08:30:00;Brooklyn;Linden Boulevard;Snediker Avenue;4065753;-7389797;Unspecified;Passenger Vehicle;1;0;0;0;0;0;1;0
4606357;14/02/2023;08:05:00;;Verrazano Bridge Lower;;;;Following Too Closely;Passenger Vehicle;1;0;0;0;0;0;1;0
4606270;14/02/2023;15:47:00;Staten Island;Staten Island Expressway;;40604485;-74070656;Aggressive Driving/Road Rage;Passenger Vehicle;0;0;0;0;0;0;0;0
4606251;14/02/2023;12:47:00;Staten Island;West Shore Expressway;;405442;-7422293;Reaction to Uninvolved Vehicle;Construction;0;0;0;0;0;0;0;0
4606773;14/02/2023;12:00:00;Brooklyn;North 11 Street;Driggs Avenue;40719246;-7395407;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4606714;14/02/2023;18:06:00;Brooklyn;West 8 Street;;4059281;-7397877;Following Too Closely;Passenger Vehicle;4;0;0;0;0;0;4;0
4606703;14/02/2023;17:00:00;Brooklyn;Saint Marks Avenue;Underhill Avenue;4067794;-7396567;Driver Inattention/Distraction;Bicycle;1;0;1;0;0;0;0;0
4606747;14/02/2023;13:51:00;Manhattan;Saint Nicholas Place;;40830433;-7394007;Other Vehicular;Passenger Vehicle;0;0;0;0;0;0;0;0
4606575;14/02/2023;10:00:00;Brooklyn;6 Avenue;11 Street;40666832;-7398495;Passing Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4606911;14/02/2023;13:50:00;Manhattan;West 127 Street;Lenox Avenue;4080907;-7394455;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4606271;14/02/2023;05:20:00;Staten Island;Staten Island Expressway;;40611095;-7411467;Reaction to Uninvolved Vehicle;Passenger Vehicle;2;0;0;0;0;0;2;0
4606433;14/02/2023;16:13:00;Queens;34 Avenue;28 Street;40760796;-7392966;Failure to Yield Right-of-Way;Passenger Vehicle;1;0;0;0;0;0;0;0
4606533;14/02/2023;18:23:00;Bronx;Cross Bronx Expy;;4084046;-7388596;Unspecified;Passenger Vehicle;3;0;0;0;0;0;3;0
4606310;14/02/2023;11:00:00;Brooklyn;50 Street;15 Avenue;40631805;-73988304;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4606504;14/02/2023;08:41:00;Brooklyn;Flatbush Avenue;Belt Pkwy;;;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4606606;14/02/2023;10:42:00;Staten Island;Clove Road;Narrows Road North;4061135;-7409847;Driver Inattention/Distraction;Passenger Vehicle;2;0;0;0;0;0;2;0
4607529;14/02/2023;00:00:00;Manhattan;West Street;;40709927;-7401485;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4607576;14/02/2023;15:10:00;Brooklyn;Albany Avenue;;40671925;-73939186;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4607615;14/02/2023;20:00:00;Brooklyn;Prospect Place;Flatbush Avenue;4067864;-7397352;Failure to Yield Right-of-Way;Delivery Vehicle;1;0;1;0;0;0;0;0
4607653;14/02/2023;05:55:00;Manhattan;South Street;;4070882;-7399898;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4607217;14/02/2023;15:28:00;Brooklyn;Avenue M;;40617004;-7396912;Failure to Yield Right-of-Way;Not Reported;1;0;1;0;0;0;0;0
4607236;14/02/2023;11:30:00;Queens;150Th Street;73Rd Ave;;;Pedestrian/Bicyclist/Other Pedestrian Error/Confusion;Passenger Vehicle;1;0;0;0;1;0;0;0
4607116;14/02/2023;13:00:00;Bronx;East 233 Street;Bronx River Parkway;4089481;-7386183;Driver Inattention/Distraction;Passenger Vehicle;1;0;0;0;0;0;1;0
4607181;14/02/2023;18:30:00;Queens;Farmers Boulevard;;40688957;-7376205;Failure to Yield Right-of-Way;Passenger Vehicle;1;0;1;0;0;0;0;0
4606979;14/02/2023;10:09:00;Brooklyn;Livingston Street;;40690403;-7398771;Passing or Lane Usage Improper;Passenger Vehicle;0;0;0;0;0;0;0;0
4607060;14/02/2023;16:00:00;Brooklyn;Saratoga Avenue;Pitkin Avenue;4066871;-7391731;Unsafe Speed;Passenger Vehicle;0;0;0;0;0;0;0;0
4607202;14/02/2023;19:54:00;Brooklyn;Rockaway Avenue;;40671516;-73911194;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4607165;14/02/2023;09:24:00;Bronx;West 263 Street;;4091257;-7390153;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4606954;14/02/2023;01:50:00;Queens;Brooklyn Queens Expressway;;40728855;-7392782;Following Too Closely;Passenger Vehicle;2;0;0;0;0;0;2;0
4607203;14/02/2023;14:41:00;Brooklyn;Atlantic Avenue;;40676487;-73913376;Unsafe Speed;Passenger Vehicle;0;0;0;0;0;0;0;0
4607373;14/02/2023;14:18:00;Bronx;East 163 Street;;4082102;-7389825;Backing Unsafely;Passenger Vehicle;0;0;0;0;0;0;0;0
4607451;14/02/2023;09:25:00;Manhattan;East 75 Street;;40774406;-73965614;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4607376;14/02/2023;20:45:00;Staten Island;Hylan Boulevard;Reid Avenue;4059415;-74086586;Pedestrian/Bicyclist/Other Pedestrian Error/Confusion;Passenger Vehicle;1;0;0;0;0;0;0;0
4607356;14/02/2023;17:58:00;Bronx;Hammersley Avenue;Gunther Avenue;40872414;-73839966;Failure to Yield Right-of-Way;Passenger Vehicle;0;0;0;0;0;0;0;0
4607288;14/02/2023;13:00:00;Manhattan;West 94 Street;;4079395;-7397417;Passing Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4607716;14/02/2023;21:30:00;Brooklyn;Coney Island Avenue;Guider Avenue;4058327;-7396006;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4607707;14/02/2023;07:40:00;Manhattan;West 94 Street;;40791557;-7396848;Passing or Lane Usage Improper;Bus;0;0;0;0;0;0;0;0
4607722;14/02/2023;17:37:00;Manhattan;West 125 Street;7 Avenue;4080897;-7394833;Passing or Lane Usage Improper;Passenger Vehicle;0;0;0;0;0;0;0;0
4607652;14/02/2023;20:00:00;Brooklyn;Neptune Avenue;;40577003;-7400217;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4607475;14/02/2023;18:18:00;Bronx;3 Avenue;Cross Bronx Expressway;40843994;-7389752;Other Vehicular;Passenger Vehicle;0;0;0;0;0;0;0;0
4607827;14/02/2023;15:30:00;Manhattan;West 118 Street;;40802338;-73946365;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4607905;14/02/2023;13:37:00;Bronx;Southern Boulevard;;40825874;-7389194;Driver Inattention/Distraction;Passenger Vehicle;1;0;0;0;1;0;0;0
4608398;14/02/2023;14:24:00;Bronx;Randall Avenue;Logan Avenue;40826992;-73820045;Following Too Closely;Bus;2;0;0;0;0;0;2;0
4608314;14/02/2023;16:06:00;Manhattan;West 157 Street;Broadway;4083406;-73944885;Following Too Closely;Passenger Vehicle;1;0;0;0;0;0;1;0
4608387;14/02/2023;14:45:00;Brooklyn;Avenue B;;4064864;-7391771;Unspecified;Passenger Vehicle;1;0;0;0;0;0;1;0
4608795;14/02/2023;14:45:00;Queens;79 Street;31 Avenue;40758938;-7388883;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4608948;14/02/2023;15:43:00;Bronx;Logan Avenue;;4082391;-73817986;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4609196;14/02/2023;08:00:00;Bronx;Sedgwick Avenue;Stevenson Place;408827;-73892845;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4610143;14/02/2023;01:45:00;Manhattan;Charles Street;;40733936;-7400954;Backing Unsafely;Transport;0;0;0;0;0;0;0;0
4610459;14/02/2023;14:47:00;Manhattan;West 116 Street;;4080202;-7394969;Following Too Closely;Taxi;0;0;0;0;0;0;0;0
4610871;14/02/2023;14:15:00;Manhattan;Major Deegan Expressway;;40826622;-73930984;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4611125;14/02/2023;16:24:00;Bronx;Macdonough Place;;40842915;-73825165;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4611300;14/02/2023;02:27:00;Bronx;Bedford Park Boulevard;Jerome Avenue;;;Unspecified;Other;0;0;0;0;0;0;0;0
4612763;14/02/2023;13:51:00;Manhattan;Henry Hudson Parkway;;40831623;-7395072;Other Vehicular;Passenger Vehicle;0;0;0;0;0;0;0;0
4612643;14/02/2023;18:00:00;Queens;Douglaston Parkway;Pine Street;40767418;-73746956;Backing Unsafely;Passenger Vehicle;0;0;0;0;0;0;0;0
4606255;15/02/2023;15:30:00;Staten Island;Woodrow Road;Foster Avenue;;;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4605817;15/02/2023;03:28:00;;Linden Boulevard;Vanwyck Expressway;;;Following Too Closely;Passenger Vehicle;1;0;0;0;0;0;1;0
4605949;15/02/2023;13:30:00;Queens;20 Avenue;124 Street;40781685;-73844124;Following Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4606750;15/02/2023;12:25:00;Manhattan;West 146 Street;;40827103;-7394996;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4606065;15/02/2023;14:09:00;Queens;Austin Street;Yellowstone Boulevard;40722584;-738509;Other Vehicular;Passenger Vehicle;0;0;0;0;0;0;0;0
4605999;15/02/2023;13:09:00;Brooklyn;Furman Street;;40700733;-73996;Failure to Yield Right-of-Way;Passenger Vehicle;2;0;0;0;0;0;2;0
4606321;15/02/2023;11:30:00;Brooklyn;Fort Hamilton Parkway;;40645298;-7398646;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4605677;15/02/2023;04:48:00;Manhattan;Avenue Of The Americas;;4074291;-7399281;Failure to Yield Right-of-Way;Passenger Vehicle;0;0;0;0;0;0;0;0
4606828;15/02/2023;16:00:00;Queens;Crescent Street;;40775787;-7391808;Unspecified;Emergency Services;0;0;0;0;0;0;0;0
4605981;15/02/2023;12:52:00;Queens;Menahan Street;;4071115;-7390028;Passing Too Closely;Passenger Vehicle;0;0;0;0;0;0;0;0
4606020;15/02/2023;11:00:00;Manhattan;East 19 Street;;4073568;-7398328;Unspecified;Passenger Vehicle;0;0;0;0;0;0;0;0
4605727;15/02/2023;07:15:00;Manhattan;West 153 Street;;40830803;-7394521;Failure to Yield Right-of-Way;Passenger Vehicle;0;0;0;0;0;0;0;0
4606807;15/02/2023;14:15:00;Queens;Moline Street;;40727467;-7373382;Unspecified;Passenger Vehicle;1;0;0;0;0;0;1;0
4606730;15/02/2023;15:30:00;Brooklyn;Neptune Avenue;;40579178;-739823;Driver Inattention/Distraction;Passenger Vehicle;1;0;1;0;0;0;0;0
4605748;15/02/2023;05:27:00;Manhattan;West 126 Street;;4081632;-7395784;Pedestrian/Bicyclist/Other Pedestrian Error/Confusion;Passenger Vehicle;1;0;1;0;0;0;0;0
4605924;15/02/2023;16:42:00;Queens;Cross Island Parkway;;40760452;-7375383;Unspecified;Passenger Vehicle;1;0;0;0;0;0;1;0
4606126;15/02/2023;07:40:00;Brooklyn;Prospect Park West;Garfield Place;4067003;-7397233;Following Too Closely;Passenger Vehicle;1;0;0;0;0;0;1;0
4606148;15/02/2023;04:29:00;Brooklyn;Union Avenue;;4070951;-7395088;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4605899;15/02/2023;18:50:00;Staten Island;Richmond Avenue;Forest Hill Road;40570835;-7416983;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4605844;15/02/2023;00:00:00;Bronx;White Plains Road;Cruger Avenue;4084867;-73867004;Driver Inattention/Distraction;Passenger Vehicle;0;0;0;0;0;0;0;0
4605886;15/02/2023;18:20:00;Queens;Sutphin Boulevard;;40675198;-73789894;Unsafe Lane Changing;Passenger Vehicle;0;0;0;0;0;0;0;0
4605851;15/02/2023;03:38:00;Brooklyn;Nostrand Avenue;;40640945;-7394852;Driver Inexperience;Passenger Vehicle;2;0;0;0;0;0;2;0
